"SourceAgency","Reporting_Year","Environment","Category","ConfirmedLatitude","ConfirmedLongitude","Incident_Date","Casualty_At_Risk","Casualty_Lives_Assisted","Casualty_Lives_Rescued","Casualty_Lives_Saved","Casualty_Perished","Police_Event","date","year","flag"
"RCCNZ","2016-2017","Not Determined","Cat 2",-41.185829,174.946501,2016-08-19,0,0,0,0,0,NA,2016-08-01,2017,"loc"
"RCCNZ","2010-2011","Marine","Cat 2",-38.1712097615641,163.036747224645,2010-10-28,0,0,0,0,0,NA,2010-10-01,2011,"no_loc"
"RCCNZ","2017-2018","Air","Cat 2",-38.041667,176.82583,2018-03-16,1,1,0,0,0,NA,2018-03-01,2018,"loc"
"RCCNZ","2016-2017","Marine","Cat 2",-35.8149967,174.313336,2017-03-17,0,0,0,0,0,NA,2017-03-01,2017,"loc"
"RCCNZ","2010-2011","Not Determined","Cat 2",-38.1712097615641,163.036747224645,2011-05-14,0,0,0,0,0,NA,2011-05-01,2011,"no_loc"
"RCCNZ","2015-2016","Marine","Cat 2",-18.394873,177.225325,2016-04-11,11,0,0,0,0,NA,2016-04-01,2016,"loc"
"RCCNZ","2010-2011","Marine","Cat 2",-16.39166667,-162.6166667,2011-05-15,1,0,0,0,1,NA,2011-05-01,2011,"loc"
"RCCNZ","2011-2012","Land","Cat 2",-42.4498307,171.217832,2012-04-24,0,0,0,0,0,NA,2012-04-01,2012,"loc"
"RCCNZ","2014-2015","Land","Cat 2",-45.6845003,167.0655003,2015-04-16,2,2,0,0,0,NA,2015-04-01,2015,"loc"
"RCCNZ","2015-2016","Land","Cat 2",-41.240509,174.899507,2016-04-12,1,0,0,0,0,NA,2016-04-01,2016,"loc"
"RCCNZ","2010-2011","Air","Cat 2",-38.1712097615641,163.036747224645,2011-05-16,0,0,0,0,0,NA,2011-05-01,2011,"no_loc"
"RCCNZ","2016-2017","Air","Cat 2",-38.0235014,177.3033346,2017-03-18,0,0,0,0,0,NA,2017-03-01,2017,"loc"
"RCCNZ","2017-2018","Air","Cat 2",-45.924503,170.20216,2018-03-20,0,0,0,0,0,NA,2018-03-01,2018,"loc"
"RCCNZ","2010-2011","Marine","Cat 2",-38.1712097615641,163.036747224645,2011-05-18,3,0,0,0,0,NA,2011-05-01,2011,"no_loc"
"RCCNZ","2016-2017","Air","Cat 2",-31.548605,159.065649,2017-03-20,1,0,0,0,0,NA,2017-03-01,2017,"loc"
"RCCNZ","2017-2018","Marine","Cat 2",-36.219997,173.96117,2018-03-20,1,0,0,1,0,NA,2018-03-01,2018,"loc"
"RCCNZ","2018-2019","Land","Cat 2",-44.976833,167.593833,2019-03-31,0,0,0,0,0,NA,2019-03-01,2019,"loc"
"RCCNZ","2013-2014","Land","Cat 2",-45.4954987,169.101164,2014-04-21,2,0,2,0,0,NA,2014-04-01,2014,"loc"
"RCCNZ","2014-2015","Land","Cat 2",-39.1333315,175.6554987,2015-04-16,7,1,0,0,0,NA,2015-04-01,2015,"loc"
"RCCNZ","2015-2016","Air","Cat 2",-37.629754,176.260253,2016-04-14,5,0,0,0,0,NA,2016-04-01,2016,"loc"
"RCCNZ","2011-2012","Air","Cat 2",-37.9213318,176.9173373,2012-05-01,1,1,0,0,0,NA,2012-05-01,2012,"loc"
"RCCNZ","2012-2013","Marine","Cat 2",-37.0324984,174.7039454,2013-04-25,0,0,0,0,0,NA,2013-04-01,2013,"loc"
"RCCNZ","2011-2012","Air","Cat 2",-43.4999987,172.533338,2012-05-02,0,0,0,0,0,NA,2012-05-01,2012,"loc"
"RCCNZ","2015-2016","Air","Cat 2",-38.110731,176.265009,2016-04-14,1,0,0,0,0,NA,2016-04-01,2016,"loc"
"RCCNZ","2010-2011","Marine","Cat 2",-38.1712097615641,163.036747224645,2011-05-21,0,0,0,0,0,NA,2011-05-01,2011,"no_loc"
"RCCNZ","2011-2012","Air","Cat 2",-44.136164,169.8746662,2012-05-03,2,0,0,0,0,NA,2012-05-01,2012,"loc"
"RCCNZ","2017-2018","Land","Cat 2",-37.752996,177.788335,2018-03-21,0,0,0,0,0,NA,2018-03-01,2018,"loc"
"RCCNZ","2018-2019","Air","Cat 2",-38.326667,175.201667,2019-04-01,0,0,0,0,0,NA,2019-04-01,2019,"loc"
"RCCNZ","2013-2014","Land","Cat 2",-41.683829,172.3206615,2014-04-24,2,2,0,0,0,NA,2014-04-01,2014,"loc"
"RCCNZ","2014-2015","Not Determined","Cat 2",-34.377819,136.123147,2015-04-17,0,0,0,0,0,NA,2015-04-01,2015,"loc"
"RCCNZ","2011-2012","Air","Cat 2",-36.6583299,174.6533375,2011-11-30,2,0,0,0,0,NA,2011-11-01,2012,"loc"
"RCCNZ","2014-2015","Air","Cat 2",-41.2999983,173.2250025,2014-10-10,1,0,0,0,0,NA,2014-10-01,2015,"loc"
"RCCNZ","2016-2017","Air","Cat 2",-38.2583314,175.9633374,2016-08-19,2,0,0,0,0,NA,2016-08-01,2017,"loc"
"RCCNZ","2010-2011","Marine","Cat 2",-38.1712097615641,163.036747224645,2010-10-28,0,0,0,0,0,NA,2010-10-01,2011,"no_loc"
"RCCNZ","2011-2012","Marine","Cat 2",-41.18677,174.9464776,2011-11-30,0,0,0,0,0,NA,2011-11-01,2012,"loc"
"RCCNZ","2013-2014","Marine","Cat 2",36.5,-3,2013-10-04,0,0,0,0,0,NA,2013-10-01,2014,"loc"
"RCCNZ","2015-2016","Marine","Cat 2",-24.958814,153.373758,2015-09-30,0,0,0,0,0,NA,2015-09-01,2016,"loc"
"RCCNZ","2017-2018","Air","Cat 2",-43.521501,172.368328,2018-06-29,0,0,0,0,0,NA,2018-06-01,2018,"loc"
"RCCNZ","2015-2016","Not Determined","Cat 2",-41.186408,174.947959,2015-09-30,0,0,0,0,0,NA,2015-09-01,2016,"loc"
"RCCNZ","2010-2011","Marine","Cat 2",-38.1712097615641,163.036747224645,2010-10-30,0,0,0,0,0,NA,2010-10-01,2011,"no_loc"
"RCCNZ","2014-2015","Air","Cat 2",-41.5121635,173.8664964,2014-10-15,0,0,0,0,0,NA,2014-10-01,2015,"loc"
"RCCNZ","2012-2013","Marine","Cat 2",-36.8539983,174.7986643,2012-11-19,0,0,0,0,0,NA,2012-11-01,2013,"loc"
"RCCNZ","2013-2014","Marine","Cat 2",1.866667,172.516667,2013-10-05,3,0,3,0,0,NA,2013-10-01,2014,"loc"
"RCCNZ","2018-2019","Land","Cat 2",-39.552167,176.648835,2018-06-30,1,0,1,0,0,NA,2018-06-01,2018,"loc"
"RCCNZ","2010-2011","Marine","Cat 2",-37.71666667,176.2,2010-10-31,0,0,0,0,0,NA,2010-10-01,2011,"loc"
"RCCNZ","2011-2012","Marine","Cat 2",-36.7499967,174.7499958,2011-12-06,0,0,0,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2016-2017","Not Determined","Cat 2",-32.698028,152.119072,2016-08-23,0,0,0,0,0,NA,2016-08-01,2017,"loc"
"RCCNZ","2013-2014","Marine","Cat 2",-14.950167,-147.698833,2013-10-06,0,0,0,0,0,NA,2013-10-01,2014,"loc"
"RCCNZ","2014-2015","Air","Cat 2",-36.7870013,174.6305029,2014-10-16,1,0,0,0,0,NA,2014-10-01,2015,"loc"
"RCCNZ","2010-2011","Marine","Cat 2",-38.1712097615641,163.036747224645,2010-11-01,0,0,0,0,0,NA,2010-11-01,2011,"no_loc"
"RCCNZ","2011-2012","Marine","Cat 2",-36.6168297,174.72767,2011-12-06,0,0,0,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2013-2014","Land","Cat 2",-38.8745032,175.1288366,2013-10-06,1,0,1,0,0,NA,2013-10-01,2014,"loc"
"RCCNZ","2016-2017","Air","Cat 2",-38.7408316,176.0836691,2016-08-23,0,0,0,0,0,NA,2016-08-01,2017,"loc"
"RCCNZ","2018-2019","Air","Cat 2",-39.473337,176.888328,2018-07-05,0,0,0,0,0,NA,2018-07-01,2019,"loc"
"RCCNZ","2011-2012","Air","Cat 2",-37.0061626,174.7860047,2011-12-07,0,0,0,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2016-2017","Land","Cat 2",-41.156665,175.2011712,2016-08-24,20,0,1,0,0,NA,2016-08-01,2017,"loc"
"RCCNZ","2011-2012","Air","Cat 2",38.111667,176.316333,2011-12-07,3,0,0,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2016-2017","Marine","Cat 2",-41.185829,174.946501,2016-08-24,0,0,0,0,0,NA,2016-08-01,2017,"loc"
"RCCNZ","2012-2013","Air","Cat 2",-41.8920044,172.9174999,2012-11-21,0,0,0,0,0,NA,2012-11-01,2013,"loc"
"RCCNZ","2014-2015","Marine","Cat 2",-36.9011662,174.7503339,2014-10-18,0,0,0,0,0,NA,2014-10-01,2015,"loc"
"RCCNZ","2015-2016","Not Determined","Cat 2",-41.186408,174.947959,2015-10-04,0,0,0,0,0,NA,2015-10-01,2016,"loc"
"RCCNZ","2017-2018","Air","Cat 2",-44.365005,168.008337,2017-08-03,4,0,0,0,0,NA,2017-08-01,2018,"loc"
"RCCNZ","2010-2011","Land","Cat 2",-38.1712097615641,163.036747224645,2010-11-02,0,0,0,0,0,NA,2010-11-01,2011,"no_loc"
"RCCNZ","2013-2014","Air","Cat 2",-43.6333357,172.5000016,2013-10-07,17,0,0,0,0,NA,2013-10-01,2014,"loc"
"RCCNZ","2016-2017","Land","Cat 2",-43.5449983,170.0299984,2016-08-25,2,0,1,0,0,NA,2016-08-01,2017,"loc"
"RCCNZ","2012-2013","Air","Cat 2",-37.1000008,174.9499995,2012-11-22,0,0,0,0,0,NA,2012-11-01,2013,"loc"
"RCCNZ","2016-2017","Marine","Cat 2",-34.2833303,175.6186639,2016-08-25,0,0,0,0,0,NA,2016-08-01,2017,"loc"
"RCCNZ","2018-2019","Air","Cat 2",-40.179436,161.005461,2018-07-10,2,0,0,0,0,NA,2018-07-01,2019,"loc"
"RCCNZ","2011-2012","Air","Cat 2",-37.0106674,174.7915048,2011-12-08,0,0,0,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2016-2017","Air","Cat 2",-31.686292,115.33693,2016-08-27,0,0,0,0,0,NA,2016-08-01,2017,"loc"
"RCCNZ","2011-2012","Marine","Cat 2",-33.492833,166.503333,2011-12-09,1,1,0,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2016-2017","Marine","Cat 2",-10.174374,-127.320555,2016-08-28,13,0,0,0,0,NA,2016-08-01,2017,"loc"
"RCCNZ","2018-2019","Air","Cat 2",-37.671169,176.197996,2018-07-11,4,0,0,0,0,NA,2018-07-01,2019,"loc"
"RCCNZ","2011-2012","Land","Cat 2",-40.7893327,175.430164,2011-12-10,4,0,4,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2016-2017","Marine","Cat 2",-33.298587,151.482988,2016-08-28,0,0,0,0,0,NA,2016-08-01,2017,"loc"
"RCCNZ","2018-2019","Land","Cat 2",-37.023671,174.898328,2018-07-11,0,0,0,0,0,NA,2018-07-01,2019,"loc"
"RCCNZ","2013-2014","Marine","Cat 2",-17.988,178.699,2013-10-16,0,0,0,0,0,NA,2013-10-01,2014,"loc"
"RCCNZ","2017-2018","Land","Cat 2",-42.53783,173.29217,2017-08-05,1,1,0,0,0,NA,2017-08-01,2018,"loc"
"RCCNZ","2011-2012","Land","Cat 2",-43.5093325,172.7233394,2011-12-12,0,0,0,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2014-2015","Air","Cat 2",-43.789484,-176.357613,2014-10-23,0,0,0,0,0,NA,2014-10-01,2015,"loc"
"RCCNZ","2016-2017","Not Determined","Cat 2",-18.582421,179.065516,2016-08-29,0,0,0,0,0,NA,2016-08-01,2017,"loc"
"RCCNZ","2018-2019","Marine","Cat 2",24.622988,54.224762,2018-07-13,0,0,0,0,0,NA,2018-07-01,2019,"loc"
"RCCNZ","2015-2016","Not Determined","Cat 2",-41.186408,174.947959,2015-10-09,0,0,0,0,0,NA,2015-10-01,2016,"loc"
"RCCNZ","2016-2017","Air","Cat 2",-41.5503317,173.9181694,2016-08-30,0,0,0,0,0,NA,2016-08-01,2017,"loc"
"RCCNZ","2017-2018","Not Determined","Cat 2",-41.186763,174.946455,2017-08-08,0,0,0,0,0,NA,2017-08-01,2018,"loc"
"RCCNZ","2010-2011","Land","Cat 2",-38.1712097615641,163.036747224645,2010-11-06,0,0,0,0,0,NA,2010-11-01,2011,"no_loc"
"RCCNZ","2010-2011","Air","Cat 2",-38.1712097615641,163.036747224645,2010-11-07,2,0,0,0,0,NA,2010-11-01,2011,"no_loc"
"RCCNZ","2010-2011","Marine","Cat 2",-38.1712097615641,163.036747224645,2010-11-08,0,0,0,0,0,NA,2010-11-01,2011,"no_loc"
"RCCNZ","2011-2012","Air","Cat 2",-39.0076704,176.8521723,2011-12-16,1,0,0,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2017-2018","Not Determined","Cat 2",-17.512228,147.908134,2017-08-13,0,0,0,0,0,NA,2017-08-01,2018,"loc"
"RCCNZ","2018-2019","Air","Cat 2",-37.799997,176.549997,2018-07-16,1,1,0,0,0,NA,2018-07-01,2019,"loc"
"RCCNZ","2011-2012","Marine","Cat 2",-39.81333,174.313331,2011-12-17,3,0,0,3,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2015-2016","Marine","Cat 2",-32.755833,152.039871,2015-10-11,0,0,0,0,0,NA,2015-10-01,2016,"loc"
"RCCNZ","2010-2011","Air","Cat 2",-38.1712097615641,163.036747224645,2010-11-09,1,1,0,0,0,NA,2010-11-01,2011,"no_loc"
"RCCNZ","2014-2015","Marine","Cat 2",-42.401569,173.681267,2014-10-28,0,0,0,0,0,NA,2014-10-01,2015,"loc"
"RCCNZ","2015-2016","Land","Cat 2",-44.6111693,169.273663,2015-10-12,0,0,0,0,0,NA,2015-10-01,2016,"loc"
"RCCNZ","2012-2013","Not Determined","Cat 2",-23.845167,151.226167,2012-11-30,0,0,0,0,0,NA,2012-11-01,2013,"loc"
"RCCNZ","2016-2017","Not Determined","Cat 2",-10.547297,-127.9773,2016-09-03,0,0,0,0,0,NA,2016-09-01,2017,"loc"
"RCCNZ","2016-2017","Land","Cat 2",-36.6145016,175.5688358,2016-09-03,1,1,0,0,0,NA,2016-09-01,2017,"loc"
"RCCNZ","2011-2012","Marine","Cat 2",-17.552667,177.152833,2011-12-19,0,0,0,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2015-2016","Marine","Cat 2",-18.133333,178.39985,2015-10-15,0,0,0,0,0,NA,2015-10-01,2016,"loc"
"RCCNZ","2010-2011","Marine","Cat 2",-38.1712097615641,163.036747224645,2010-11-11,2,2,0,0,0,NA,2010-11-01,2011,"no_loc"
"RCCNZ","2014-2015","Air","Cat 2",-55.083303,170.883602,2014-10-30,3,0,0,0,0,NA,2014-10-01,2015,"loc"
"RCCNZ","2011-2012","Air","Cat 2",-37.6260025,176.4275056,2011-12-19,2,0,0,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2012-2013","Marine","Cat 2",-34.5233316,172.418337,2012-12-02,0,0,0,0,0,NA,2012-12-01,2013,"loc"
"RCCNZ","2013-2014","Air","Cat 2",-37.7249969,175.2666627,2013-10-24,2,0,0,0,0,NA,2013-10-01,2014,"loc"
"RCCNZ","2014-2015","Air","Cat 2",-38.05,175.8216693,2014-10-31,1,0,0,0,0,NA,2014-10-01,2015,"loc"
"RCCNZ","2015-2016","Air","Cat 2",-37.981641,145.091984,2015-10-19,0,0,0,0,0,NA,2015-10-01,2016,"loc"
"RCCNZ","2010-2011","Air","Cat 2",-38.1712097615641,163.036747224645,2010-11-15,0,0,0,0,0,NA,2010-11-01,2011,"no_loc"
"RCCNZ","2013-2014","Air","Cat 2",-38.3333346,175.5666653,2013-10-24,11,0,0,0,0,NA,2013-10-01,2014,"loc"
"RCCNZ","2012-2013","Not Determined","Cat 2",-38.603333,148.422167,2012-12-03,0,0,0,0,0,NA,2012-12-01,2013,"loc"
"RCCNZ","2017-2018","Land","Cat 2",-37.371669,175.059998,2017-08-21,0,0,0,0,0,NA,2017-08-01,2018,"loc"
"RCCNZ","2015-2016","Air","Cat 2",-37.0333348,174.973835,2015-10-20,0,0,0,0,0,NA,2015-10-01,2016,"loc"
"RCCNZ","2012-2013","Marine","Cat 2",-38.0128364,174.6436642,2012-12-04,0,0,0,0,0,NA,2012-12-01,2013,"loc"
"RCCNZ","2010-2011","Air","Cat 2",-38.1712097615641,163.036747224645,2010-11-17,0,0,0,0,0,NA,2010-11-01,2011,"no_loc"
"RCCNZ","2013-2014","Land","Cat 2",-38.7011705,177.1888383,2013-10-26,1,0,0,1,0,NA,2013-10-01,2014,"loc"
"RCCNZ","2014-2015","Land","Cat 2",-41.2898317,173.2496654,2014-11-04,0,0,0,0,0,NA,2014-11-01,2015,"loc"
"RCCNZ","2018-2019","Air","Cat 2",-43.498332,172.494994,2018-07-22,0,0,0,0,0,NA,2018-07-01,2019,"loc"
"RCCNZ","2013-2014","Air","Cat 2",-44.5509963,168.6246718,2013-10-27,13,13,0,0,0,NA,2013-10-01,2014,"loc"
"RCCNZ","2014-2015","Not Determined","Cat 2",-41.186408,174.947959,2014-11-05,0,0,0,0,0,NA,2014-11-01,2015,"loc"
"RCCNZ","2015-2016","Marine","Cat 2",-35.2478359,174.1038327,2015-10-21,2,0,0,0,0,NA,2015-10-01,2016,"loc"
"RCCNZ","2012-2013","Not Determined","Cat 2",-27.549,151.968,2012-12-05,0,0,0,0,0,NA,2012-12-01,2013,"loc"
"RCCNZ","2015-2016","Marine","Cat 2",-18.433864,178.616817,2015-10-21,0,0,0,0,0,NA,2015-10-01,2016,"loc"
"RCCNZ","2014-2015","Marine","Cat 2",-40.0000003,174.9999942,2014-11-06,0,0,0,0,0,NA,2014-11-01,2015,"loc"
"RCCNZ","2016-2017","Not Determined","Cat 2",-41.185829,174.946501,2016-09-08,0,0,0,0,0,NA,2016-09-01,2017,"loc"
"RCCNZ","2018-2019","Marine","Cat 2",-27.3906,153.248903,2018-07-24,0,0,0,0,0,NA,2018-07-01,2019,"loc"
"RCCNZ","2014-2015","Air","Cat 2",-36.6364987,174.7120035,2014-11-07,2,0,0,0,0,NA,2014-11-01,2015,"loc"
"RCCNZ","2016-2017","Marine","Cat 2",-42.747756,147.2352,2016-09-08,0,0,0,0,0,NA,2016-09-01,2017,"loc"
"RCCNZ","2018-2019","Marine","Cat 2",-13.824901,-171.736058,2018-07-24,0,0,0,0,0,NA,2018-07-01,2019,"loc"
"RCCNZ","2014-2015","Air","Cat 2",-35.7748303,174.3748383,2014-11-07,2,0,0,0,0,NA,2014-11-01,2015,"loc"
"RCCNZ","2018-2019","Land","Cat 2",-40.361664,176.051668,2018-07-24,0,0,0,0,0,NA,2018-07-01,2019,"loc"
"RCCNZ","2011-2012","Marine","Cat 2",-36.3911689,174.7478366,2011-12-27,0,0,0,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2017-2018","Air","Cat 2",-36.798331,174.613337,2017-08-24,0,0,0,0,0,NA,2017-08-01,2018,"loc"
"RCCNZ","2018-2019","Land","Cat 2",-46.358335,168.00833,2018-07-24,0,0,0,0,0,NA,2018-07-01,2019,"loc"
"RCCNZ","2010-2011","Marine","Cat 2",-38.1712097615641,163.036747224645,2010-11-23,0,0,0,0,0,NA,2010-11-01,2011,"no_loc"
"RCCNZ","2011-2012","Not Determined","Cat 2",-36.3641631,174.6318328,2011-12-27,0,0,0,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2012-2013","Marine","Cat 2",-43.940667,-176.5665,2012-12-06,5,0,0,0,0,NA,2012-12-01,2013,"loc"
"RCCNZ","2015-2016","Land","Cat 2",-42.1333366,172.524494,2015-10-24,7,1,1,0,0,NA,2015-10-01,2016,"loc"
"RCCNZ","2016-2017","Not Determined","Cat 2",7.543175,151.52593,2016-09-09,0,0,0,0,0,NA,2016-09-01,2017,"loc"
"RCCNZ","2016-2017","Air","Cat 2",-37.0304978,174.9753354,2016-09-10,1,0,0,0,0,NA,2016-09-01,2017,"loc"
"RCCNZ","2018-2019","Land","Cat 2",-36.724832,174.566168,2018-07-25,1,0,0,0,0,NA,2018-07-01,2019,"loc"
"RCCNZ","2010-2011","Marine","Cat 2",-38.1712097615641,163.036747224645,2011-05-22,0,0,0,0,0,NA,2011-05-01,2011,"no_loc"
"RCCNZ","2013-2014","Marine","Cat 2",-43.7999996,173.1145035,2014-04-24,2,0,2,0,0,NA,2014-04-01,2014,"loc"
"RCCNZ","2014-2015","Land","Cat 2",-43.6154999,169.90667,2015-04-17,4,4,0,0,0,NA,2015-04-01,2015,"loc"
"RCCNZ","2017-2018","Air","Cat 2",-44.428332,169.845002,2018-03-22,1,0,0,0,0,NA,2018-03-01,2018,"loc"
"RCCNZ","2010-2011","Marine","Cat 2",-38.1712097615641,163.036747224645,2010-11-25,0,0,0,0,0,NA,2010-11-01,2011,"no_loc"
"RCCNZ","2011-2012","Land","Cat 2",-44.5481698,168.3836715,2011-12-28,2,2,0,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2011-2012","Marine","Cat 2",-31.94,174.225,2012-05-05,6,0,0,0,0,NA,2012-05-01,2012,"loc"
"RCCNZ","2013-2014","Air","Cat 2",-16.229667,141.4295,2014-04-25,0,0,0,0,0,NA,2014-04-01,2014,"loc"
"RCCNZ","2017-2018","Land","Cat 2",-41.688834,172.97783,2018-03-22,1,0,1,0,0,NA,2018-03-01,2018,"loc"
"RCCNZ","2018-2019","Land","Cat 2",-42.795,171.621667,2019-04-02,3,0,0,0,0,NA,2019-04-01,2019,"loc"
"RCCNZ","2012-2013","Marine","Cat 2",-27.355833,153.1115,2013-04-27,0,0,0,0,0,NA,2013-04-01,2013,"loc"
"RCCNZ","2014-2015","Air","Cat 2",-30.946443,-72.783009,2015-04-18,2,0,0,0,0,NA,2015-04-01,2015,"loc"
"RCCNZ","2011-2012","Marine","Cat 2",-36.8830028,174.8983288,2012-05-05,0,0,0,0,0,NA,2012-05-01,2012,"loc"
"RCCNZ","2013-2014","Land","Cat 2",-38.1336652,168.2483387,2014-04-25,1,0,0,0,0,NA,2014-04-01,2014,"loc"
"RCCNZ","2018-2019","Marine","Cat 2",22.765,-106.021667,2019-04-03,0,0,0,0,0,NA,2019-04-01,2019,"loc"
"RCCNZ","2011-2012","Marine","Cat 2",-41.2896687,173.9968375,2012-05-07,0,0,0,0,0,NA,2012-05-01,2012,"loc"
"RCCNZ","2015-2016","Marine","Cat 2",-34.459836,172.670456,2016-04-15,3,0,0,0,0,NA,2016-04-01,2016,"loc"
"RCCNZ","2015-2016","Land","Cat 2",-39.095461,175.256738,2016-04-16,1,0,1,0,0,NA,2016-04-01,2016,"loc"
"RCCNZ","2011-2012","Air","Cat 2",-44.4666649,171.8666653,2012-05-08,2,0,0,0,0,NA,2012-05-01,2012,"loc"
"RCCNZ","2013-2014","Marine","Cat 2",40.881,29.155,2014-04-27,0,0,0,0,0,NA,2014-04-01,2014,"loc"
"RCCNZ","2018-2019","Not Determined","Cat 2",1.531667,172.708333,2019-04-04,0,0,0,0,0,NA,2019-04-01,2019,"loc"
"RCCNZ","2012-2013","Air","Cat 2",-45.5158319,167.785834,2012-12-07,1,0,0,0,0,NA,2012-12-01,2013,"loc"
"RCCNZ","2015-2016","Air","Cat 2",-38.7433352,176.0823389,2015-10-25,0,0,0,0,0,NA,2015-10-01,2016,"loc"
"RCCNZ","2012-2013","Land","Cat 2",-39.1733316,175.077828,2012-12-07,1,0,1,0,0,NA,2012-12-01,2013,"loc"
"RCCNZ","2013-2014","Air","Cat 2",-38.327333,142.459833,2013-11-02,0,0,0,0,0,NA,2013-11-01,2014,"loc"
"RCCNZ","2014-2015","Marine","Cat 2",-36.18833,175.2716627,2014-11-11,0,0,0,0,0,NA,2014-11-01,2015,"loc"
"RCCNZ","2016-2017","Air","Cat 2",-44.9221652,168.9166609,2016-09-11,6,0,0,0,0,NA,2016-09-01,2017,"loc"
"RCCNZ","2016-2017","Land","Cat 2",-35.8020024,174.3218316,2016-09-11,0,0,0,0,0,NA,2016-09-01,2017,"loc"
"RCCNZ","2013-2014","Marine","Cat 2",-41.2166704,173.2844956,2013-11-05,1,0,0,0,0,NA,2013-11-01,2014,"loc"
"RCCNZ","2017-2018","Air","Cat 2",-37.758336,176.323332,2017-08-28,2,0,0,0,0,NA,2017-08-01,2018,"loc"
"RCCNZ","2011-2012","Land","Cat 2",-35.768332,174.362005,2011-12-30,0,0,0,0,0,NA,2011-12-01,2012,"loc"
"RCCNZ","2016-2017","Land","Cat 2",-39.122164,176.6688302,2016-09-12,3,3,0,0,0,NA,2016-09-01,2017,"loc"
"RCCNZ","2017-2018","Marine","Cat 2",-37.504637,140.017327,2017-08-28,0,0,0,0,0,NA,2017-08-01,2018,"loc"
"RCCNZ","2010-2011","Air","Cat 2",-38.1712097615641,163.036747224645,2010-11-28,0,0,0,0,0,NA,2010-11-01,2011,"no_loc"
"RCCNZ","2013-2014","Air","Cat 2",-41.18677,174.9464776,2013-11-06,0,0,0,0,0,NA,2013-11-01,2014,"loc"
"RCCNZ","2015-2016","Not Determined","Cat 2",-41.186408,174.947959,2015-10-27,0,0,0,0,0,NA,2015-10-01,2016,"loc"
"RCCNZ","2010-2011","Air","Cat 2",-38.1712097615641,163.036747224645,2010-11-28,3,3,0,0,0,NA,2010-11-01,2011,"no_loc"
"RCCNZ","2014-2015","Land","Cat 2",-39.6054972,176.4211625,2014-11-13,1,0,1,0,0,NA,2014-11-01,2015,"loc"
"RCCNZ","2016-2017","Air","Cat 2",-43.4450013,171.1766702,2016-09-14,1,0,0,0,0,NA,2016-09-01,2017,"loc"
"RCCNZ","2013-2014","Marine","Cat 2",-28.685833,153.615667,2013-11-07,0,0,0,0,0,NA,2013-11-01,2014,"loc"
"RCCNZ","2014-2015","Land","Cat 2",-46.1811689,167.132167,2014-11-14,1,1,0,0,0,NA,2014-11-01,2015,"loc"
"RCCNZ","2015-2016","Air","Cat 2",-41.0313289,174.8908369,2015-10-27,0,0,0,0,0,NA,2015-10-01,2016,"loc"
"RCCNZ","2013-2014","Air","Cat 2",-35.2625005,173.9141653,2013-11-07,1,0,0,0,0,NA,2013-11-01,2014,"loc"
"RCCNZ","2014-2015","Air","Cat 2",-36.907991,145.171043,2014-11-14,0,0,0,0,0,NA,2014-11-01,2015,"loc"
"RCCNZ","2011-2012","Marine","Cat 2",-39.6475008,173.3155003,2012-05-08,0,0,0,0,0,NA,2012-05-01,2012,"loc"
"RCCNZ","2015-2016","Not Determined","Cat 2",-41.185829,174.946501,2016-04-16,0,0,0,0,0,NA,2016-04-01,2016,"loc"
"RCCNZ","2017-2018","Land","Cat 2",-44.51,169.486661,2018-03-24,1,1,0,0,0,NA,2018-03-01,2018,"loc"
"RCCNZ","2016-2017","Air","Cat 2",-42.0415012,171.9513349,2017-03-26,1,0,0,0,1,NA,2017-03-01,2017,"loc"
"RCCNZ","2010-2011","Air","Cat 2",-38.1712097615641,163.036747224645,2011-05-25,0,0,0,0,0,NA,2011-05-01,2011,"no_loc"
"RCCNZ","2011-2012","Marine","Cat 2",-32.433333,153.116667,2012-05-12,0,0,0,0,0,NA,2012-05-01,2012,"loc"
"RCCNZ","2015-2016","Marine","Cat 2",-43.60639,172.721064,2016-04-17,0,0,0,0,0,NA,2016-04-01,2016,"loc"
"RCCNZ","2016-2017","Air","Cat 2",-43.4896691,172.546329,2017-03-27,0,0,0,0,0,NA,2017-03-01,2017,"loc"
"RCCNZ","2012-2013","Air","Cat 2",-45.1166701,170.0999969,2013-04-30,1,0,0,0,0,NA,2013-04-01,2013,"loc"
"RCCNZ","2014-2015","Air","Cat 2",-41.5048353,173.8660033,2015-04-21,1,0,0,0,0,NA,2015-04-01,2015,"loc"
